addressLocality,addressRegion,latitude,longitude,postalCode,streetAddress,Store
Spurger,TX,30.69186867,-94.17807281,77660,12420 Fm 92 S,Family Dollar
Stephenville,TX,32.210821,-98.224069,76401,2029 W Washington St.,Family Dollar
Sterling City,TX,31.836847,-100.990782,76951,800 4th St,Family Dollar
Streetman,TX,31.94148,-96.16711,75859-3025,494 Fm 416,Family Dollar
Sudan,TX,34.065533,-102.521576,79371,408 E. Highway 84,Family Dollar
Sullivan City,TX,26.27781,-98.562562,78595,900 W Expressway 83,Family Dollar
Sunray,TX,36.01955832,-101.82493924,79086-2500,500 Main Street,Family Dollar
Sweeny,TX,29.039903,-95.700407,77480-2417,323 N Main St,Family Dollar
Sweetwater,TX,32.471781,-100.403214,79556-4624,504 E Broadway St,Family Dollar
Tatum,TX,32.317016,-94.517893,75691-1048,265 N Hill St,Family Dollar
Teague,TX,31.629052,-96.27324,75860,225 E. Loop 255,Family Dollar
Temple,TX,31.09934903,-97.34597293,76501-4215,508 West Adams,Family Dollar
Temple,TX,31.081891,-97.348214,76504-7429,1510 S 1st St.,Family Dollar
Tennessee Colony,TX,31.919933,-95.921566,75861-3264,17500 N Us Highway 287,Family Dollar
Terrell,TX,32.738057,-96.284066,75160-3124,614 W Moore St #700,Family Dollar
Texarkana,TX,33.373978,-94.1209,75501,5996 Us Hwy. 59 South,Family Dollar
Texarkana,TX,33.400712,-94.07928864,75501-7905,3019 S Lake Dr,Family Dollar
Texarkana,TX,33.43672,-94.083249,75501-4151,3003 New B0ston Rd,Family Dollar
Texarkana,TX,33.434482,-94.063411,75501-3501,1721 New Boston Road,Family Dollar
Texas City,TX,29.379886,-94.97284,77591-4299,5416 Texas Ave,Family Dollar
Texas City,TX,29.392984,-94.903823,77590-7624,625 9th Ave N,Family Dollar
Texas City,TX,29.395489,-94.923697,77590-5482,1918 11th Ave N,Family Dollar
Timpson,TX,31.906988,-94.398824,75975,Us 59 &amp; 87,Family Dollar
Tornillo,TX,31.448565,-106.086368,79853,399 Ot. Smith,Family Dollar
Trinity,TX,30.944729,-95.378,75862-1837,100 S Maple,Family Dollar
Tulia,TX,34.535493,-101.76614,79088-2745,201 Southwest 2nd St (Highway,Family Dollar
Tuscola,TX,32.21502,-99.79548,79562,4550 Us Hwy. 83,Family Dollar
Tyler,TX,32.347595,-95.294684,75702-8214,532 E Front St,Family Dollar
Tyler,TX,32.34632236,-95.31594746,75702-7825,403 S Glenwood Boulevard,Family Dollar
Tyler,TX,32.36570857,-95.11014723,75705,17754 State Hwy. 31 E,Family Dollar
Tyler,TX,32.358235,-95.314285,75702-5139,1204 W Bow St,Family Dollar
Tyler,TX,32.344132,-95.33981,75702-7677,510 South Southwest Loop #323,Family Dollar
Tyler,TX,32.368109,-95.342453,75702-3626,1527 N Northwest Loop 323,Family Dollar
Tyler,TX,32.363949,-95.28954,75702-4671,1403 E Gentry Pkwy,Family Dollar
Tyler,TX,32.303188,-95.270337,75703-2323,4305 Troup Hwy,Family Dollar
Tyler,TX,32.311078,-95.332749,75701,3508 Frankston Hwy,Family Dollar
Tyler,TX,32.315799,-95.201797,75707,12521 Hwy 64,Family Dollar
Universal City,TX,29.550346,-98.294104,78148-4132,926 Pat Booker Rd,Family Dollar
Uvalde,TX,29.209508,-99.784394,78801-5603,121 E Main,Family Dollar
Vernon,TX,34.152146,-99.291631,76384-7754,2417 Wilbarger St,Family Dollar
Victoria,TX,28.810059,-96.99947,77901,1606 N Navarro St,Family Dollar
Victoria,TX,28.83864,-96.99285,77904,3101 Sam Houston Dr,Family Dollar
Victoria,TX,28.796724,-96.982346,77901,609 N Ben Jordan,Family Dollar
Vidor,TX,30.176246,-94.024637,77662,3695 N Main Street,Family Dollar
Vidor,TX,30.126488,-94.014115,77662-4848,115 W Bolivar St,Family Dollar
Vinton,TX,31.959605,-106.602451,79821-7611,8000 Doniphan Dr,Family Dollar
Waco,TX,31.572788,-97.166601,76708-2554,1809 Summer Ave,Family Dollar
Waco,TX,31.543825,-97.170685,76710-5454,1404 N 34th St,Family Dollar
Waco,TX,31.530365,-97.175355,76710-4855,718 N New Rd,Family Dollar
Waco,TX,31.537396,-97.115237,76706-3621,800 La Salle Ave,Family Dollar
Waco,TX,31.570638,-97.129419,76704-2176,624 Waco Dr,Family Dollar
Waco,TX,31.524285,-97.144265,76711-1682,1421 South Valley Mills Dr,Family Dollar
Waelder,TX,29.695293,-97.303501,78959,101 Highway 90 West,Family Dollar
Waller,TX,30.057322,-95.913695,77484,31315 Fm 2920  Suite #26,Family Dollar
Warren,TX,30.61300061,-94.4063888,77664,11725 Us Highway 69s,Family Dollar
Waskom,TX,32.471538,-94.053687,75692,650 Spur 156,Family Dollar
Waxahachie,TX,32.390731,-96.847667,75165-3344,504 Ferris Ave,Family Dollar
Weatherford,TX,32.597484,-97.813646,76087,5100 New Tin Top Road,Family Dollar
Weatherford,TX,32.757981,-97.806811,76086-4129,619 Palo Pinto St,Family Dollar
Webster,TX,29.55961,-95.141491,77598-2202,550 El Dorado Blvd,Family Dollar
West,TX,31.800759,-97.092362,76691-1607,125 S Main St,Family Dollar
West Odessa,TX,31.848825,-102.464393,79764-8835,7523 West University Blvd,Family Dollar
Wharton,TX,29.325817,-96.092615,77488-3239,210 E Boling Hwy (F.M. 1301),Family Dollar
Whitesboro,TX,33.663469,-96.905841,76273-1007,616 N Union St,Family Dollar
White Settlement,TX,32.756989,-97.451517,76108,576 S Cherry Lane,Family Dollar
Whitney,TX,31.944665,-97.314933,76692-2706,309 S Bosque St,Family Dollar
Wichita Falls,TX,33.91598,-98.48675,76301-2737,701 Martin Luther King Blvd,Family Dollar
Wichita Falls,TX,33.902874,-98.504156,76301-5005,912 Brook Ave,Family Dollar
Wichita Falls,TX,33.874509,-98.494875,76302-2110,3906 Jacksboro Hwy,Family Dollar
Willis,TX,30.41705,-95.477899,77378-5749,12269 N Hwy 75,Family Dollar
Wills Point,TX,32.707924,-96.017725,75169,931 W South Commerce Street,Family Dollar
Wilmer,TX,32.59105467,-96.68222675,75172-1325,341 E Belt Line Rd,Family Dollar
Wink,TX,31.7546,-103.1581,79789,111 Hendricks Blvd,Family Dollar
Winnie,TX,29.812502,-94.385071,77665,1320 Highway 12,Family Dollar
Winnsboro,TX,32.949003,-95.293066,75494-3212,104 E Coke Rd,Family Dollar
Winona,TX,32.49351484,-95.16668921,75792,311 N Main Street,Family Dollar
Woden,TX,31.510302,-94.53353,75978,5130 Fm 226,Family Dollar
Woodville,TX,30.768203,-94.415669,75979-5616,710 S Magnolia St,Family Dollar
Yoakum,TX,29.29196217,-97.14928233,77995,201 Lott Street,Family Dollar
Zapata,TX,26.903658,-99.269265,78076-0985,Highway 83 &amp; 9th Ave,Family Dollar
Beaver,UT,38.286692,-112.640728,84713,920 North Main St,Family Dollar
Blanding,UT,37.61427,-109.479697,84511-3924,742 S Main St,Family Dollar
Castle Dale,UT,39.211254,-111.00924,84513,540 E Main St,Family Dollar
Cedar City,UT,37.694669,-113.063052,84721,1033 N. Main St.,Family Dollar
Clearfield,UT,41.104,-112.016998,84015,473 East 700 South,Family Dollar
Delta,UT,39.35183,-112.575188,84624-9441,39 W Main,Family Dollar
Duchesne,UT,40.162968,-110.403568,84021,105 S Main Street,Family Dollar
Enoch,UT,37.765268,-113.054499,84721,425 E Midvalley Road,Family Dollar
Enterprise,UT,37.573232,-113.705066,84781,780 E. Main St.,Family Dollar
Fillmore,UT,38.961942,-112.323014,84631-2509,315 S Main St,Family Dollar
Grantsville,UT,40.599171,-112.439116,84029-9560,560 E Main St,Family Dollar
Gunnison,UT,39.148699,-111.817814,84634,433 S Main St,Family Dollar
Helper,UT,39.67929239,-110.8597985,84526,610 Hwy 6,Family Dollar
Huntington,UT,39.329136,-110.964966,84528,151 N Main Street,Family Dollar
Ivins,UT,37.16009229,-113.67440192,84738,445 S 200 E,Family Dollar
Kamas,UT,40.6406628,-111.28524081,84036,165 West 200 South,Family Dollar
Kanab,UT,37.042538,-112.519062,84741,442 E 300 S,Family Dollar
La Verkin,UT,37.209309,-113.271431,84745-5124,420 N. State Street,Family Dollar
Loa,UT,38.400826,-111.64256,84747,75 S Main Street,Family Dollar
Magna,UT,40.71014292,-112.09224783,84044-1315,2750 S. 8400 W,Family Dollar
Magna,UT,40.696992,-112.065268,84044-2447,7260 W 3500 South,Family Dollar
Milford,UT,38.391167,-113.01278,84751,50 W 700 South,Family Dollar
Moab,UT,38.56187,-109.549552,84532-2943,702 S Main St  Ste 4,Family Dollar
Monroe,UT,38.634171,-112.120796,84754-4251,120 N Main Street,Family Dollar
Montezuma Creek,UT,37.26514,-109.3039,84534,510 North Highway 262,Family Dollar
Monticello,UT,37.872079,-109.341855,84535,50 E. Center St,Family Dollar
Morgan,UT,41.045062,-111.677209,84050-9223,391 E 300 North,Family Dollar
Mt Pleasant,UT,39.531199,-111.462561,84647-1180,1085 S Highway 89,Family Dollar
Nephi,UT,39.709589,-111.835519,84648,82 N. Main St,Family Dollar
Ogden,UT,41.219444,-111.95876,84401-2514,2538 Monroe Blvd,Family Dollar
Ogden,UT,41.250078,-111.97901,84404-4831,817 Wall Ave,Family Dollar
Ogden,UT,41.198689,-111.949192,84403-2005,3531 Harrison Blvd S,Family Dollar
Orderville,UT,37.272182,-112.64867,84758,420 W State St.,Family Dollar
Orem,UT,40.311105,-111.704057,84057-8806,775 N Orem Blvd,Family Dollar
Panguitch,UT,37.830753,-112.436316,84759,535 N. Main St.,Family Dollar
Parowan,UT,37.852054,-112.826803,84761,590 N Main Street,Family Dollar
Provo,UT,40.23435869,-111.69596549,84601,2118 W Center Street,Family Dollar
Roosevelt,UT,40.301388,-109.98127,84066-3004,690 E 200 N,Family Dollar
Roosevelt,UT,40.289742,-109.997188,84066,305 West Highway 40,Family Dollar
Salina,UT,38.957067,-111.860565,84654-1343,22 S State Street,Family Dollar
Salt Lake City,UT,40.711514,-111.887772,84115-3617,2755 S State St,Family Dollar
Salt Lake City,UT,40.688948,-111.889342,84115-4428,70 E 3750 S,Family Dollar
Salt Lake City,UT,40.744548,-111.932258,84104-3317,1145 Glendale Dr,Family Dollar
Salt Lake City,UT,40.77038918,-111.91640902,84116-3360,50 N. 900th West,Family Dollar
Santaquin,UT,39.976269,-111.790537,84655-7086,252 West Main St,Family Dollar
St. George,UT,37.032,-113.56195,84790,4815 S River Road,Family Dollar
Taylorsville,UT,40.679266,-111.937619,84123-2279,1649 W 4200 S,Family Dollar
Tooele,UT,40.545224,-112.29905,84074-1612,725 N Main St,Family Dollar
Tremonton,UT,41.712141,-112.167879,84337-1630,112 W Main St,Family Dollar
Vernal,UT,40.45644,-109.540055,84078-2408,620 W Main St,Family Dollar
Veyo,UT,37.338863,-113.69296,84782-4007,44 N Main Street,Family Dollar
Washington,UT,37.130782,-113.499734,84780-1851,595 E Telegraph St,Family Dollar
Wendover,UT,40.737561,-114.037924,84083,449 E Wendover Blvd,Family Dollar
West Jordon,UT,40.638106,-112.001112,84118-4501,4653 West 6200 South,Family Dollar
West Valley,UT,40.702716,-111.938287,84119-3201,3171 S Redwood Rd,Family Dollar
West Valley City,UT,40.667791,-112.004564,84120,4760 West 4715 South,Family Dollar
West Valley City,UT,40.695982,-112.003541,84120-3040,4711 W 3500 S,Family Dollar
West Valley City,UT,40.704558,-111.975296,84119-2520,3530 W 3100 S,Family Dollar
Woods Cross,UT,40.872649,-111.892874,84087,1638 S 500 W,Family Dollar
Bradford,VT,43.989584,-72.123541,05033,23 Carson Rd.,Family Dollar
Brattleboro,VT,42.879137,-72.558697,05301-9047,895 Putney Rd.,Family Dollar
Enosburg Falls,VT,44.912226,-72.796178,05450-5164,69 Jayview Dr,Family Dollar
Essex Junction,VT,44.511936,-73.065326,05452,90 Center Rd,Family Dollar
Milton,VT,44.624924,-73.11952,05468,"199 Us Route 7 S, Suite 103",Family Dollar
Newport,VT,44.935276,-72.211397,05855-5039,266 Main St,Family Dollar
Orleans,VT,44.810291,-72.20417,05860-1128,76 Main Street,Family Dollar
Springfield,VT,43.301889,-72.490919,05156-2953,2 Chester Rd  Ste 17,Family Dollar
St Albans,VT,44.812263,-73.087143,05478-2218,105 Lake St,Family Dollar
St Johnsbury,VT,44.422928,-72.014472,05819-1656,716 Railroad St Ste 1,Family Dollar
Wallingford,VT,43.47683,-72.977312,05773,34 Maple St,Family Dollar
West Rutland,VT,43.592123,-73.043413,05777,100 Westway Mall Drive,Family Dollar
Wilmington,VT,42.866153,-72.866999,05363,53 E. Main St.,Family Dollar
Alberta,VA,36.853563,-77.890212,23821,9616 Boydton Plank Rd.,Family Dollar
Amelia,VA,37.359755,-77.953871,23002-4700,15139 Patrick Henry Hwy,Family Dollar
Amherst,VA,37.58453,-79.05207,24521-2636,211 South Main St,Family Dollar
Appomattox,VA,37.365104,-78.833797,24522-0725,187 Old Courthouse Road,Family Dollar
Ashland,VA,37.75954537,-77.46889711,23005-2109,113a North Washington Highway,Family Dollar
Axton,VA,36.672738,-79.74477,24054,3465 A L Philpott Highway,Family Dollar
Aylett,VA,37.745091,-77.135449,23009-3427,4915 Richmond Tappahannock Hwy,Family Dollar
Barren Springs,VA,36.90893728,-80.80342848,24313,3553 Foster Falls Rd,Family Dollar
Bassett,VA,36.762642,-80.028793,24055-3366,6099 Fairystone Park Highway,Family Dollar
Bealeton,VA,38.582643,-77.765913,22712-9316,6372 Village Center Dr,Family Dollar
Bedford,VA,37.333362,-79.518308,24523-2018,511 E Main St,Family Dollar
Berryville,VA,39.15200752,-77.98423154,22611-1226,121 W Main St,Family Dollar
Big Stone Gap,VA,36.869421,-82.771847,24219-3021,639 Wood Ave E,Family Dollar
Blackstone,VA,37.081986,-77.996209,23824-1426,206 N Main St,Family Dollar
Bluefield,VA,37.243776,-81.262267,24605-1640,707 South College Avenue,Family Dollar
Bowling Green,VA,38.047491,-77.359092,22427,346 W Broaddus St,Family Dollar
Bremo Bluff,VA,37.758449,-78.26769,23022,2788 A James Madison Hwy,Family Dollar
Bridgewater,VA,38.389309,-78.966957,22812-1627,602 N Main St.,Family Dollar
Bristol,VA,36.596017,-82.207926,24201-3643,2101 W State St,Family Dollar
Broadway,VA,38.607121,-78.800572,22815,351 South Main Street,Family Dollar
Brookneal,VA,37.04712366,-78.94583864,24528,Local Route #104,Family Dollar
Buchanan,VA,37.52039,-79.688946,24066,19026 Main Street,Family Dollar
Buena Vista,VA,37.741597,-79.355567,24416-1548,2717 Beech Avenue,Family Dollar
Cana,VA,36.583851,-80.661876,24317,14494 Fancy Gap Hwy.,Family Dollar
Charlottesville,VA,38.013042,-78.503247,22902-6464,1135 5th Street Sw,Family Dollar
Chase City,VA,36.803517,-78.460135,23924-1105,649 North Main Street,Family Dollar
Chatham,VA,36.823804,-79.39827,24531,128 S Main Street,Family Dollar
Chesapeake,VA,36.752114,-76.272773,23320-6642,910 Great Bridge Blvd # 117,Family Dollar
Chesapeake,VA,36.781637,-76.336553,23323-4908,1110 George Washington Highway,Family Dollar
Chesapeake,VA,36.819388,-76.225209,23325-3115,4323a Indian River Rd,Family Dollar
Chesapeake,VA,36.814755,-76.25879,23324-3656,2725 Campostella Rd,Family Dollar
Chester,VA,37.354099,-77.448851,23831-4233,4411 Old Hundred Rd,Family Dollar
Chilhowie,VA,36.806404,-81.674591,24319-0000,1221 East Lee Highway,Family Dollar
Chincoteague,VA,37.92749395,-75.35393844,23336-2253,6739 Maddox Blvd,Family Dollar
Churchville,VA,38.229808,-79.168476,24421-2400,17 Scenic Hwy Ste 102,Family Dollar
Clifton Forge,VA,37.816411,-79.809411,24422-1604,1600 Main Street,Family Dollar
Clintwood,VA,37.149704,-82.454101,24228,428 Chase Street,Family Dollar
Coeburn,VA,36.94290135,-82.46869036,24230,202 Front Street E,Family Dollar
Collinsville,VA,36.717345,-79.908812,24078-2280,2692 Virginia Ave,Family Dollar
Colonial Beach,VA,38.253769,-76.977908,22443,700 Mckinney Blvd Ste 500,Family Dollar
Colonial Heights,VA,37.25486,-77.411598,23834-2302,1604 Boulevard,Family Dollar
Colonial Heights,VA,37.30509346,-77.40963385,23834-5222,15928 Jefferson Davis Hwy,Family Dollar
Covington,VA,37.78055557,-79.98954032,24426-2249,1000 S Craig Ave,Family Dollar
Crewe,VA,37.168873,-78.11819,23930-2123,609 East Virginia Ave,Family Dollar
Culpeper,VA,38.462446,-78.000965,22701-3833,241 Southgage Shopping Center,Family Dollar
Culpeper,VA,38.47974,-77.988545,22701-2340,508 Culpepper Town Square,Family Dollar
Dale City,VA,38.62829,-77.30019927,22193-1120,2900 Dale Blvd,Family Dollar
Damascus,VA,36.641063,-81.799897,24236,744 W Beaver Dam Ave,Family Dollar
Danville,VA,36.659457,-79.376256,24540,3723 Us Highway 29,Family Dollar
Danville,VA,36.622355,-79.384077,24540-2330,2639 North Main Street,Family Dollar
Danville,VA,36.58256,-79.338213,24540-5088,1457 S Boston Rd,Family Dollar
Danville,VA,36.569426,-79.40535,24541-3927,714 S Main Street,Family Dollar
Danville,VA,36.6735,-79.4184,24540,3943 Franklin Turnpike,Family Dollar
Danville,VA,36.610989,-79.406754,24540-2860,701 Piney Forest Rd,Family Dollar
Danville,VA,36.568112,-79.433484,24541-4714,1342 W Main Street,Family Dollar
Danville,VA,36.594957,-79.385239,24540-4455,604 N Main St,Family Dollar
Dillwyn,VA,37.54189,-78.476244,23936,15967 N James Madison Hwy,Family Dollar
Dinwiddie,VA,37.092701,-77.573227,23841-2458,13076 Boydton Plank Road,Family Dollar
Elkton,VA,38.409137,-78.6183,22827-1525,107 S Stuart Ave,Family Dollar
Emporia,VA,36.693621,-77.535239,23847-1801,201 E Atlantic St,Family Dollar
Emporia,VA,36.704757,-77.543308,23847-1276,224 Market Dr,Family Dollar
Exmore,VA,37.539433,-75.821218,23350,2611 Lankford Hwy,Family Dollar
Farmville,VA,37.29048,-78.39875,23901-2211,925 S Main Street,Family Dollar
Floyd,VA,36.92239,-80.324852,24091-3681,369 Webbs Mile Rd N,Family Dollar
Fort Chiswell,VA,36.93383354,-80.94507784,24360-3266,555 Fort Chiswell Road,Family Dollar
Franklin,VA,36.67093743,-76.94244575,23851-2417,1133 Armory Drive,Family Dollar
Fredericksburg,VA,38.276509,-77.480673,22401-2225,2017 Lafayette Blvd,Family Dollar
Fredericksburg,VA,38.251655,-77.426247,22408,10744 Tidewater Trail,Family Dollar
Fredericksburg,VA,38.313383,-77.477589,22401-4420,517 Jefferson Davis Hwy,Family Dollar
Fredericksburg,VA,38.25586106,-77.50054146,22408-4263,5095 Jefferson Davis Hwy,Family Dollar
Fredericksburg,VA,38.24749,-77.51846,22407-1602,10604 Courthouse Rd.,Family Dollar
Front Royal,VA,39.0067856751854,-78.1661138275623,22630,155 Fairground Road,Family Dollar
Front Royal,VA,38.907869,-78.183339,22630-2187,310 Remount Rd,Family Dollar
Galax,VA,36.661666,-80.926385,24333-2812,202 Grayson Street West,Family Dollar
Gladys,VA,37.16208478,-79.07251936,24554,8438 Brookneal Highway,Family Dollar
Goochland,VA,37.700351,-77.886514,23063-3103,2718 Fairground Rd,Family Dollar
Gordonsville,VA,38.140125,-78.194349,22942,408g W Gordon Ave,Family Dollar
Gretna,VA,36.94689,-79.362426,24557,501 S. Main St.,Family Dollar
Grottoes,VA,38.262741,-78.818588,24441-2406,600 Augusta Ave,Family Dollar
Hampton,VA,37.040881,-76.306372,23663-1338,1963 E Pembroke Ave,Family Dollar
Hampton,VA,37.019736,-76.403382,23666-4802,910 Aberdeen Rd,Family Dollar
Hampton,VA,37.027739,-76.424485,23666-3731,4031 W Mercury Blvd,Family Dollar
Hampton,VA,37.025339,-76.362057,23669-3819,908 La Salle Avenue,Family Dollar
Hampton,VA,37.003314,-76.378882,23661-3218,2301 Kecoughtan Rd,Family Dollar
Hampton,VA,37.042286,-76.352465,23669-2508,35 W Mercury Blvd,Family Dollar
Hampton,VA,37.048662,-76.308675,23663-1058,2006 Nickerson Blvd,Family Dollar
Harrisonburg,VA,38.46000489,-78.87503852,22802-5606,813 Chicago Avenue,Family Dollar
Harrisonburg,VA,38.447589,-78.854763,22801-4234,761 E Market St,Family Dollar
Harrisonburg,VA,38.420162,-78.896423,22801-7601,2475 S Main St,Family Dollar
Hayes,VA,37.27616,-76.49858,23072,2411 York Crossing Drive,Family Dollar
Heathsville,VA,37.915087,-76.465591,22473-0759,7390 Northumberland Highway,Family Dollar
Highland Springs (Ri,VA,37.537228,-77.321996,23075-2014,60 S Airport Dr.,Family Dollar
Hillsville,VA,36.762978,-80.732895,24343-0309,Crossroads Center-Hwy 52 &amp; 58,Family Dollar
Honaker,VA,37.014719,-81.969466,24260,5364 Redbud Hwy,Family Dollar
Hopewell,VA,37.278049,-77.309813,23860-4703,3317 Oaklawn Blvd,Family Dollar
Hopewell,VA,37.261641,-77.328975,23860-7337,5207 Plaza Dr,Family Dollar
Hopewell,VA,37.29256032,-77.29728832,23860,1033 Elm Street,Family Dollar
Hurt,VA,37.102611,-79.299387,24563,600 W Hurt Road,Family Dollar
Keysville,VA,37.03690228,-78.477139,23947,640 King St.,Family Dollar
Kilmarnock,VA,37.72140135,-76.38375572,22482,428 North Main,Family Dollar
King George,VA,38.266221,-77.144098,22485-0507,10408 James Madison Pkwy,Family Dollar
Lawrenceville,VA,36.749107,-77.864838,23868,83 Brunswick Square Court,Family Dollar
Louisa,VA,38.018151,-77.99056,23093-4100,502 E Main St Ste 7,Family Dollar
Lovingston,VA,37.75971719,-78.87323347,22949,50 Main Street,Family Dollar
Lynchburg,VA,37.41584025,-79.15099312,24504-2424,408 Federal Street,Family Dollar
Lynchburg,VA,37.354726,-79.224634,24502-2326,7703 Timberlake Rd,Family Dollar
Lynchburg,VA,37.384018,-79.140963,24501-6502,3516 Campbell Ave,Family Dollar
Lynchburg,VA,37.403945,-79.158392,24501-2703,2029 Fort Ave,Family Dollar
Manassas,VA,38.779633,-77.506075,20109,"10300 Portsmouth Rd.,",Family Dollar
Manassas,VA,38.757907,-77.467169,20110,9110 Mathis Ave.,Family Dollar
Martinsville,VA,36.688552,-79.854331,24112-3151,730 E Church St Ste 2,Family Dollar
Martinsville,VA,36.657101,-79.879763,24112-8100,2410 Greensboro Rd,Family Dollar
Martinsville,VA,36.691076,-79.886247,24112-6415,710 Memorial Blvd,Family Dollar
Meadows Dan,VA,36.738,-80.3905,24120-4528,3632 Jeb Stuart Hwy,Family Dollar
Mineral,VA,38.005983,-77.909325,23117,525 Mineral Avenue,Family Dollar
Montross,VA,38.084603,-76.792035,22520,18101 Kings Hwy,Family Dollar
Mt. Jackson,VA,38.75642226,-78.63203426,22842-9510,5450 Main Street,Family Dollar
Narrow,VA,37.39281642,-80.80548431,24124,841 Federal St.,Family Dollar
New Castle,VA,37.503337,-80.109888,24127,222 West Main St,Family Dollar
Newport News,VA,37.0132412,-76.4195337,23605-2103,1119 Briarfield Road,Family Dollar
Newport News,VA,36.994835,-76.39561,23607,2000-2010 27th Street,Family Dollar
Newport News,VA,37.15698755,-76.55695857,23608-1507,15507 Warwick Boulevard,Family Dollar
Newport News,VA,37.126919,-76.537692,23602-3754,14347 Warwick Blvd,Family Dollar
Newport News,VA,37.056217,-76.462808,23601-2711,605 Dresden Dr,Family Dollar
Newport News,VA,37.071031,-76.494106,23606-2200,57 Hidenwood Shopping Ctr,Family Dollar
Newport News,VA,37.08013,-76.476504,23606-4406,11712 Jefferson Ave,Family Dollar
Newport News,VA,37.150109,-76.530582,23608-1600,12917 Jefferson Ave,Family Dollar
Newport News,VA,36.98430854,-76.42322146,23607-4013,2901 Jefferson Avenue,Family Dollar
Newport News,VA,37.014381,-76.440769,23605-3266,6000 Jefferson Ave,Family Dollar
Newport News,VA,36.998112,-76.432093,23605-3205,5101 Jefferson Ave,Family Dollar
Newport News,VA,37.096342,-76.457749,23601-1078,980 J. Clyde Morris Blvd. (U.,Family Dollar
Newport News,VA,37.11348,-76.51699,23602-6722,13268 Warwick Blvd.,Family Dollar
Norfolk,VA,36.914806,-76.226004,23518-4203,1829 E Little Creek Rd,Family Dollar
Norfolk,VA,36.885889,-76.259185,23509-2022,2010 Cromwell Dr,Family Dollar
Norfolk,VA,36.916779,-76.254838,23505-2805,618 E Little Creek Rd (Virgini,Family Dollar
Norfolk,VA,36.890671,-76.237218,23513-2004,6130 Chesapeake Blvd,Family Dollar
Norfolk,VA,36.934829,-76.232679,23503-3254,1551 E Bayview Blvd,Family Dollar
Norfolk,VA,36.853096,-76.27861,23510-2904,720 Church St,Family Dollar
Norfolk,VA,36.831446,-76.282167,23523,201 East Berkley Ave,Family Dollar
Norfolk,VA,36.916698,-76.195248,23518-3549,4031 E. Little Creek Rd,Family Dollar
Norfolk,VA,36.867318,-76.233786,23502-1614,4536 E. Princess Anne Rd.,Family Dollar
N Tazewell,VA,37.135774,-81.493339,24630-9587,609 Market St,Family Dollar
Oak Hall,VA,37.94446477,-75.54024843,23416-2223,7003 Lankford Hwy,Family Dollar
Orange,VA,38.246916,-78.110883,22960-1409,143 Madison Road,Family Dollar
Pennington Gap,VA,36.763268,-83.015185,24277,930 East Morgan Avenue,Family Dollar
Petersburg,VA,37.21518709,-77.40864563,23803,798 Halifax Street,Family Dollar
Petersburg,VA,37.213522,-77.45726,23803-6584,4300 Boydton Plank Rd,Family Dollar
Petersburg,VA,37.226434,-77.408253,23803-4204,250 W Washington St,Family Dollar
Petersburg,VA,37.203575,-77.38061,23805,2075 S Crater Road,Family Dollar
Portsmouth,VA,36.835465,-76.316663,23704-3210,1500 High St,Family Dollar
Portsmouth,VA,36.862931,-76.391128,23703-3309,5744 Churchland Blvd,Family Dollar
Portsmouth,VA,36.835793,-76.340328,23707-3427,3116 High St,Family Dollar
Portsmouth,VA,36.799594,-76.365541,23701-3250,4231 Greenwood Dr,Family Dollar
Portsmouth,VA,36.812263,-76.315424,23704-6832,3400 George Washington Hwy,Family Dollar
Powhatan,VA,37.53953462,-77.88650964,23139,3430 Anderson Hwy,Family Dollar
Providence Forge,VA,37.44476799,-77.04353311,23140,3621 N. Courthouse Rd.,Family Dollar
Pulaski,VA,37.047092,-80.757158,24301-5314,1220 E Main St,Family Dollar
Radford,VA,37.12865153,-80.58292327,24141-1595,800 W Main Street,Family Dollar
Richlands,VA,37.09485,-81.809358,24641-2225,2631 Front Street,Family Dollar
Richmond,VA,37.56364668,-77.37770306,23223,1350 N Laburnum Avenue,Family Dollar
Richmond,VA,37.51275328,-77.45799,23224-3673,2665 Hull Street,Family Dollar
Richmond,VA,37.61525924,-77.49599808,23228,7100 Staples Mill Road,Family Dollar
Richmond,VA,37.56924126,-77.41675,23222,1404 Brookland Park Ave,Family Dollar
Richmond,VA,37.5009577,-77.47799192,23224,624 W Southside Plaza Street,Family Dollar
Richmond,VA,37.551556,-77.341983,23223-3537,6000 Nine Mile Rd,Family Dollar
Richmond,VA,37.480348,-77.445062,23234,3110 Jefferson Davis Hwy,Family Dollar
Richmond,VA,37.548455,-77.465045,23220-4521,1903 W Main St,Family Dollar
Richmond,VA,37.519729,-77.367607,23231-2355,3320 Williamsburg Rd,Family Dollar
Richmond,VA,37.503565,-77.516558,23225-5610,6520 Midlothian Turnpike,Family Dollar
Richmond,VA,37.58645699,-77.49847217,23230-3010,5220 W Broad St,Family Dollar
Richmond,VA,37.391106,-77.428283,23237-4618,9818 Jefferson Davis Hwy,Family Dollar
Richmond,VA,37.487903,-77.497118,23224-2840,5620 Hull St Rd,Family Dollar
Richmond,VA,37.576113,-77.395805,23223-1331,3703 Mechanicsvills Pike,Family Dollar
Richmond,VA,37.570973,-77.432494,23222-3612,2917 North Ave,Family Dollar
Richmond,VA,37.54016079,-77.41116122,23223-5241,1220 North 25th St,Family Dollar
Richmond,VA,37.423317,-77.438745,23237-4453,7307 Taw St,Family Dollar
